id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;inversao_numero;inversao_nome;notas_ordenadas;notas_separadas;baixo_sugerido;mao_esquerda_sugerida;mao_direita_sugerida;oitava_referencia;observacoes;fonte
teclado-D#m7-3;teclado;D#m7;Ebm7;D#;Ré sustenido;menor com sétima;1 b3 5 b7;3;3ª inversão;C#-D#-F#-A#;C#|D#|F#|A#;C#;D#;C#-D#-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#6-0;teclado;D#6;Eb6;D#;Ré sustenido;sexta;1 3 5 6;0;posição fundamental;D#-G-A#-C;D#|G|A#|C;D#;D#;D#-G-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#6-1;teclado;D#6;Eb6;D#;Ré sustenido;sexta;1 3 5 6;1;1ª inversão;G-A#-C-D#;G|A#|C|D#;G;D#;G-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#6-2;teclado;D#6;Eb6;D#;Ré sustenido;sexta;1 3 5 6;2;2ª inversão;A#-C-D#-G;A#|C|D#|G;A#;D#;A#-C-D#-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#6-3;teclado;D#6;Eb6;D#;Ré sustenido;sexta;1 3 5 6;3;3ª inversão;C-D#-G-A#;C|D#|G|A#;C;D#;C-D#-G-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m6-0;teclado;D#m6;Ebm6;D#;Ré sustenido;menor com sexta;1 b3 5 6;0;posição fundamental;D#-F#-A#-C;D#|F#|A#|C;D#;D#;D#-F#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m6-1;teclado;D#m6;Ebm6;D#;Ré sustenido;menor com sexta;1 b3 5 6;1;1ª inversão;F#-A#-C-D#;F#|A#|C|D#;F#;D#;F#-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m6-2;teclado;D#m6;Ebm6;D#;Ré sustenido;menor com sexta;1 b3 5 6;2;2ª inversão;A#-C-D#-F#;A#|C|D#|F#;A#;D#;A#-C-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m6-3;teclado;D#m6;Ebm6;D#;Ré sustenido;menor com sexta;1 b3 5 6;3;3ª inversão;C-D#-F#-A#;C|D#|F#|A#;C;D#;C-D#-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#dim-0;teclado;D#dim;Ebdim;D#;Ré sustenido;diminuto;1 b3 b5;0;posição fundamental;D#-F#-A;D#|F#|A;D#;D#;D#-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#dim-1;teclado;D#dim;Ebdim;D#;Ré sustenido;diminuto;1 b3 b5;1;1ª inversão;F#-A-D#;F#|A|D#;F#;D#;F#-A-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#dim-2;teclado;D#dim;Ebdim;D#;Ré sustenido;diminuto;1 b3 b5;2;2ª inversão;A-D#-F#;A|D#|F#;A;D#;A-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#dim7-0;teclado;D#dim7;Ebdim7;D#;Ré sustenido;diminuto com sétima;1 b3 b5 bb7;0;posição fundamental;D#-F#-A-C;D#|F#|A|C;D#;D#;D#-F#-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#dim7-1;teclado;D#dim7;Ebdim7;D#;Ré sustenido;diminuto com sétima;1 b3 b5 bb7;1;1ª inversão;F#-A-C-D#;F#|A|C|D#;F#;D#;F#-A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#dim7-2;teclado;D#dim7;Ebdim7;D#;Ré sustenido;diminuto com sétima;1 b3 b5 bb7;2;2ª inversão;A-C-D#-F#;A|C|D#|F#;A;D#;A-C-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#dim7-3;teclado;D#dim7;Ebdim7;D#;Ré sustenido;diminuto com sétima;1 b3 b5 bb7;3;3ª inversão;C-D#-F#-A;C|D#|F#|A;C;D#;C-D#-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#aug-0;teclado;D#aug;Ebaug;D#;Ré sustenido;aumentado;1 3 #5;0;posição fundamental;D#-G-B;D#|G|B;D#;D#;D#-G-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#aug-1;teclado;D#aug;Ebaug;D#;Ré sustenido;aumentado;1 3 #5;1;1ª inversão;G-B-D#;G|B|D#;G;D#;G-B-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#aug-2;teclado;D#aug;Ebaug;D#;Ré sustenido;aumentado;1 3 #5;2;2ª inversão;B-D#-G;B|D#|G;B;D#;B-D#-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#sus2-0;teclado;D#sus2;Ebsus2;D#;Ré sustenido;suspenso com segunda;1 2 5;0;posição fundamental;D#-F-A#;D#|F|A#;D#;D#;D#-F-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#sus2-1;teclado;D#sus2;Ebsus2;D#;Ré sustenido;suspenso com segunda;1 2 5;1;1ª inversão;F-A#-D#;F|A#|D#;F;D#;F-A#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#sus2-2;teclado;D#sus2;Ebsus2;D#;Ré sustenido;suspenso com segunda;1 2 5;2;2ª inversão;A#-D#-F;A#|D#|F;A#;D#;A#-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#sus4-0;teclado;D#sus4;Ebsus4;D#;Ré sustenido;suspenso com quarta;1 4 5;0;posição fundamental;D#-G#-A#;D#|G#|A#;D#;D#;D#-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#sus4-1;teclado;D#sus4;Ebsus4;D#;Ré sustenido;suspenso com quarta;1 4 5;1;1ª inversão;G#-A#-D#;G#|A#|D#;G#;D#;G#-A#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#sus4-2;teclado;D#sus4;Ebsus4;D#;Ré sustenido;suspenso com quarta;1 4 5;2;2ª inversão;A#-D#-G#;A#|D#|G#;A#;D#;A#-D#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#add9-0;teclado;D#add9;Ebadd9;D#;Ré sustenido;com nona adicionada;1 3 5 9;0;posição fundamental;D#-F-G-A#;D#|F|G|A#;D#;D#;D#-F-G-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#add9-1;teclado;D#add9;Ebadd9;D#;Ré sustenido;com nona adicionada;1 3 5 9;1;1ª inversão;F-G-A#-D#;F|G|A#|D#;F;D#;F-G-A#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#add9-2;teclado;D#add9;Ebadd9;D#;Ré sustenido;com nona adicionada;1 3 5 9;2;2ª inversão;G-A#-D#-F;G|A#|D#|F;G;D#;G-A#-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#add9-3;teclado;D#add9;Ebadd9;D#;Ré sustenido;com nona adicionada;1 3 5 9;3;3ª inversão;A#-D#-F-G;A#|D#|F|G;A#;D#;A#-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#9-0;teclado;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;0;posição fundamental;D#-F-G-A#-C#;D#|F|G|A#|C#;D#;D#;D#-F-G-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#9-1;teclado;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;1;1ª inversão;F-G-A#-C#-D#;F|G|A#|C#|D#;F;D#;F-G-A#-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#9-2;teclado;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;2;2ª inversão;G-A#-C#-D#-F;G|A#|C#|D#|F;G;D#;G-A#-C#-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#9-3;teclado;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;3;3ª inversão;A#-C#-D#-F-G;A#|C#|D#|F|G;A#;D#;A#-C#-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#9-4;teclado;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;4;4ª inversão;C#-D#-F-G-A#;C#|D#|F|G|A#;C#;D#;C#-D#-F-G-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#maj9-0;teclado;D#maj9;Ebmaj9;D#;Ré sustenido;nona maior;1 3 5 7 9;0;posição fundamental;D#-F-G-A#-D;D#|F|G|A#|D;D#;D#;D#-F-G-A#-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#maj9-1;teclado;D#maj9;Ebmaj9;D#;Ré sustenido;nona maior;1 3 5 7 9;1;1ª inversão;F-G-A#-D-D#;F|G|A#|D|D#;F;D#;F-G-A#-D-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#maj9-2;teclado;D#maj9;Ebmaj9;D#;Ré sustenido;nona maior;1 3 5 7 9;2;2ª inversão;G-A#-D-D#-F;G|A#|D|D#|F;G;D#;G-A#-D-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#maj9-3;teclado;D#maj9;Ebmaj9;D#;Ré sustenido;nona maior;1 3 5 7 9;3;3ª inversão;A#-D-D#-F-G;A#|D|D#|F|G;A#;D#;A#-D-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#maj9-4;teclado;D#maj9;Ebmaj9;D#;Ré sustenido;nona maior;1 3 5 7 9;4;4ª inversão;D-D#-F-G-A#;D|D#|F|G|A#;D;D#;D-D#-F-G-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m9-0;teclado;D#m9;Ebm9;D#;Ré sustenido;menor com nona;1 b3 5 b7 9;0;posição fundamental;D#-F-F#-A#-C#;D#|F|F#|A#|C#;D#;D#;D#-F-F#-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m9-1;teclado;D#m9;Ebm9;D#;Ré sustenido;menor com nona;1 b3 5 b7 9;1;1ª inversão;F-F#-A#-C#-D#;F|F#|A#|C#|D#;F;D#;F-F#-A#-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m9-2;teclado;D#m9;Ebm9;D#;Ré sustenido;menor com nona;1 b3 5 b7 9;2;2ª inversão;F#-A#-C#-D#-F;F#|A#|C#|D#|F;F#;D#;F#-A#-C#-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m9-3;teclado;D#m9;Ebm9;D#;Ré sustenido;menor com nona;1 b3 5 b7 9;3;3ª inversão;A#-C#-D#-F-F#;A#|C#|D#|F|F#;A#;D#;A#-C#-D#-F-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#m9-4;teclado;D#m9;Ebm9;D#;Ré sustenido;menor com nona;1 b3 5 b7 9;4;4ª inversão;C#-D#-F-F#-A#;C#|D#|F|F#|A#;C#;D#;C#-D#-F-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#11-0;teclado;D#11;Eb11;D#;Ré sustenido;décima primeira;1 3 5 b7 9 11;0;posição fundamental;D#-F-G-G#-A#-C#;D#|F|G|G#|A#|C#;D#;D#;D#-F-G-G#-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#11-1;teclado;D#11;Eb11;D#;Ré sustenido;décima primeira;1 3 5 b7 9 11;1;1ª inversão;F-G-G#-A#-C#-D#;F|G|G#|A#|C#|D#;F;D#;F-G-G#-A#-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#11-2;teclado;D#11;Eb11;D#;Ré sustenido;décima primeira;1 3 5 b7 9 11;2;2ª inversão;G-G#-A#-C#-D#-F;G|G#|A#|C#|D#|F;G;D#;G-G#-A#-C#-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#11-3;teclado;D#11;Eb11;D#;Ré sustenido;décima primeira;1 3 5 b7 9 11;3;3ª inversão;G#-A#-C#-D#-F-G;G#|A#|C#|D#|F|G;G#;D#;G#-A#-C#-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#11-4;teclado;D#11;Eb11;D#;Ré sustenido;décima primeira;1 3 5 b7 9 11;4;4ª inversão;A#-C#-D#-F-G-G#;A#|C#|D#|F|G|G#;A#;D#;A#-C#-D#-F-G-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-D#11-5;teclado;D#11;Eb11;D#;Ré sustenido;décima primeira;1 3 5 b7 9 11;5;5ª inversão;C#-D#-F-G-G#-A#;C#|D#|F|G|G#|A#;C#;D#;C#-D#-F-G-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
